Sample_name,Tree_host,Tree_log,Year,Year_since_decay_start,Site,Decay_status
2014_PB10,red_pine,pine_10,2014,4,Ground_nobark,decayed
2014_PC1,red_pine,pine_01,2014,4,Hanging_on_pine,decayed
2014_PC2,red_pine,pine_02,2014,4,Hanging_on_pine,decayed
2014_PC3,red_pine,pine_03,2014,4,Hanging_on_pine,decayed
2014_PC4,red_pine,pine_04,2014,4,Hanging_on_pine,decayed
2014_PC5,red_pine,pine_05,2014,4,Hanging_on_pine,decayed
2014_PC6,red_pine,pine_06,2014,4,Hanging_on_pine,decayed
2014_PC7,red_pine,pine_07,2014,4,Hanging_on_pine,decayed
2014_PC8,red_pine,pine_08,2014,4,Hanging_on_pine,decayed
2014_PC9,red_pine,pine_09,2014,4,Hanging_on_pine,decayed
2014_PC10,red_pine,pine_10,2014,4,Hanging_on_pine,decayed
2014_PD1,red_pine,pine_01,2014,4,Hanging_on_birch,decayed
2014_PD2,red_pine,pine_02,2014,4,Hanging_on_birch,decayed
2014_PD3,red_pine,pine_03,2014,4,Hanging_on_birch,decayed
2014_PD4,red_pine,pine_04,2014,4,Hanging_on_birch,decayed
2014_PD5,red_pine,pine_05,2014,4,Hanging_on_birch,decayed
2014_PD6,red_pine,pine_06,2014,4,Hanging_on_birch,decayed
2014_PD7,red_pine,pine_07,2014,4,Hanging_on_birch,decayed
2014_PD8,red_pine,pine_08,2014,4,Hanging_on_birch,decayed
2014_PD9,red_pine,pine_09,2014,4,Hanging_on_birch,decayed
2014_PD10,red_pine,pine_10,2014,4,Hanging_on_birch,decayed
2015_BA1,paper_birch,birch_01,2015,5,Ground_bark,decayed
2015_BA2,paper_birch,birch_02,2015,5,Ground_bark,decayed
2015_BA3,paper_birch,birch_03,2015,5,Ground_bark,decayed
2015_BA4,paper_birch,birch_04,2015,5,Ground_bark,decayed
2015_BA5,paper_birch,birch_05,2015,5,Ground_bark,decayed
2015_BA6,paper_birch,birch_06,2015,5,Ground_bark,decayed
2015_BA7,paper_birch,birch_07,2015,5,Ground_bark,decayed
2015_BA8,paper_birch,birch_08,2015,5,Ground_bark,decayed
2015_BA9,paper_birch,birch_09,2015,5,Ground_bark,decayed
2015_BA10,paper_birch,birch_10,2015,5,Ground_bark,decayed
2015_BB1,paper_birch,birch_01,2015,5,Ground_nobark,decayed
2015_BB2,paper_birch,birch_02,2015,5,Ground_nobark,decayed
2015_BB3,paper_birch,birch_03,2015,5,Ground_nobark,decayed
2015_BB4,paper_birch,birch_04,2015,5,Ground_nobark,decayed
2015_BB5,paper_birch,birch_05,2015,5,Ground_nobark,decayed
2015_BB6,paper_birch,birch_06,2015,5,Ground_nobark,decayed
2015_BB7,paper_birch,birch_07,2015,5,Ground_nobark,decayed
2015_BB8,paper_birch,birch_08,2015,5,Ground_nobark,decayed
2015_BB9,paper_birch,birch_09,2015,5,Ground_nobark,decayed
2015_BB10,paper_birch,birch_10,2015,5,Ground_nobark,decayed
2015_BC1,paper_birch,birch_01,2015,5,Hanging_on_pine,decayed
2015_BC2,paper_birch,birch_02,2015,5,Hanging_on_pine,decayed
2015_BC3,paper_birch,birch_03,2015,5,Hanging_on_pine,decayed
2015_BC4,paper_birch,birch_04,2015,5,Hanging_on_pine,decayed
2015_BC5,paper_birch,birch_05,2015,5,Hanging_on_pine,decayed
2015_BC6,paper_birch,birch_06,2015,5,Hanging_on_pine,decayed
2015_BC7,paper_birch,birch_07,2015,5,Hanging_on_pine,decayed
2015_BC8,paper_birch,birch_08,2015,5,Hanging_on_pine,decayed
2015_BC9,paper_birch,birch_09,2015,5,Hanging_on_pine,decayed
2015_BC10,paper_birch,birch_10,2015,5,Hanging_on_pine,decayed
2015_BD1,paper_birch,birch_01,2015,5,Hanging_on_birch,decayed
2015_BD2,paper_birch,birch_02,2015,5,Hanging_on_birch,decayed
2015_BD3,paper_birch,birch_03,2015,5,Hanging_on_birch,decayed
2015_BD4,paper_birch,birch_04,2015,5,Hanging_on_birch,decayed
2015_BD5,paper_birch,birch_05,2015,5,Hanging_on_birch,decayed
2015_BD6,paper_birch,birch_06,2015,5,Hanging_on_birch,decayed
2015_BD7,paper_birch,birch_07,2015,5,Hanging_on_birch,decayed
2015_BD8,paper_birch,birch_08,2015,5,Hanging_on_birch,decayed
2015_BD9,paper_birch,birch_09,2015,5,Hanging_on_birch,decayed
2015_BD10,paper_birch,birch_10,2015,5,Hanging_on_birch,decayed
2015_PA1,red_pine,pine_01,2015,5,Ground_bark,decayed
2015_PA2,red_pine,pine_02,2015,5,Ground_bark,decayed
2015_PA3,red_pine,pine_03,2015,5,Ground_bark,decayed
2015_PA4,red_pine,pine_04,2015,5,Ground_bark,decayed
2015_PA5,red_pine,pine_05,2015,5,Ground_bark,decayed
2015_PA6,red_pine,pine_06,2015,5,Ground_bark,decayed
2015_PA7,red_pine,pine_07,2015,5,Ground_bark,decayed
2015_PA8,red_pine,pine_08,2015,5,Ground_bark,decayed
2015_PA9,red_pine,pine_09,2015,5,Ground_bark,decayed
2015_PA10,red_pine,pine_10,2015,5,Ground_bark,decayed
2015_PB1,red_pine,pine_01,2015,5,Ground_nobark,decayed
2015_PB2,red_pine,pine_02,2015,5,Ground_nobark,decayed
2015_PB3,red_pine,pine_03,2015,5,Ground_nobark,decayed
2015_PB4,red_pine,pine_04,2015,5,Ground_nobark,decayed
2015_PB5,red_pine,pine_05,2015,5,Ground_nobark,decayed
2015_PB6,red_pine,pine_06,2015,5,Ground_nobark,decayed
2015_PB7,red_pine,pine_07,2015,5,Ground_nobark,decayed
2015_PB8,red_pine,pine_08,2015,5,Ground_nobark,decayed
2015_PB9,red_pine,pine_09,2015,5,Ground_nobark,decayed
2015_PB10,red_pine,pine_10,2015,5,Ground_nobark,decayed
2015_PC1,red_pine,pine_01,2015,5,Hanging_on_pine,decayed
2015_PC2,red_pine,pine_02,2015,5,Hanging_on_pine,decayed
2015_PC3,red_pine,pine_03,2015,5,Hanging_on_pine,decayed
2015_PC4,red_pine,pine_04,2015,5,Hanging_on_pine,decayed
2015_PC5,red_pine,pine_05,2015,5,Hanging_on_pine,decayed
2015_PC6,red_pine,pine_06,2015,5,Hanging_on_pine,decayed
2015_PC7,red_pine,pine_07,2015,5,Hanging_on_pine,decayed
2015_PC8,red_pine,pine_08,2015,5,Hanging_on_pine,decayed
2015_PC9,red_pine,pine_09,2015,5,Hanging_on_pine,decayed
2015_PC10,red_pine,pine_10,2015,5,Hanging_on_pine,decayed
2015_PD1,red_pine,pine_01,2015,5,Hanging_on_birch,decayed
2015_PD2,red_pine,pine_02,2015,5,Hanging_on_birch,decayed
2015_PD3,red_pine,pine_03,2015,5,Hanging_on_birch,decayed
2015_PD4,red_pine,pine_04,2015,5,Hanging_on_birch,decayed
2015_PD5,red_pine,pine_05,2015,5,Hanging_on_birch,decayed
2015_PD6,red_pine,pine_06,2015,5,Hanging_on_birch,decayed
2015_PD7,red_pine,pine_07,2015,5,Hanging_on_birch,decayed
2015_PD8,red_pine,pine_08,2015,5,Hanging_on_birch,decayed
2015_PD9,red_pine,pine_09,2015,5,Hanging_on_birch,decayed
2015_PD10,red_pine,pine_10,2015,5,Hanging_on_birch,decayed
2017_BA1,paper_birch,birch_01,2017,7,Ground_bark,decayed
2017_BA2,paper_birch,birch_02,2017,7,Ground_bark,decayed
2017_BA3,paper_birch,birch_03,2017,7,Ground_bark,decayed
2017_BA4,paper_birch,birch_04,2017,7,Ground_bark,decayed
2017_BA5,paper_birch,birch_05,2017,7,Ground_bark,decayed
2017_BA6,paper_birch,birch_06,2017,7,Ground_bark,decayed
2017_BA7,paper_birch,birch_07,2017,7,Ground_bark,decayed
2017_BA8,paper_birch,birch_08,2017,7,Ground_bark,decayed
2017_BA9,paper_birch,birch_09,2017,7,Ground_bark,decayed
2017_BA10,paper_birch,birch_10,2017,7,Ground_bark,decayed
2017_BB1,paper_birch,birch_01,2017,7,Ground_nobark,decayed
2017_BB2,paper_birch,birch_02,2017,7,Ground_nobark,decayed
2017_BB3,paper_birch,birch_03,2017,7,Ground_nobark,decayed
2017_BB4,paper_birch,birch_04,2017,7,Ground_nobark,decayed
2017_BB5,paper_birch,birch_05,2017,7,Ground_nobark,decayed
2017_BB6,paper_birch,birch_06,2017,7,Ground_nobark,decayed
2017_BB7,paper_birch,birch_07,2017,7,Ground_nobark,decayed
2017_BB8,paper_birch,birch_08,2017,7,Ground_nobark,decayed
2017_BB9,paper_birch,birch_09,2017,7,Ground_nobark,decayed
2017_BB10,paper_birch,birch_10,2017,7,Ground_nobark,decayed
2017_BC1,paper_birch,birch_01,2017,7,Hanging_on_pine,decayed
2017_BC2,paper_birch,birch_02,2017,7,Hanging_on_pine,decayed
2017_BC3,paper_birch,birch_03,2017,7,Hanging_on_pine,decayed
2017_BC4,paper_birch,birch_04,2017,7,Hanging_on_pine,decayed
2017_BC5,paper_birch,birch_05,2017,7,Hanging_on_pine,decayed
2017_BC6,paper_birch,birch_06,2017,7,Hanging_on_pine,decayed
2017_BC7,paper_birch,birch_07,2017,7,Hanging_on_pine,decayed
2017_BC8,paper_birch,birch_08,2017,7,Hanging_on_pine,decayed
2017_BC9,paper_birch,birch_09,2017,7,Hanging_on_pine,decayed
2017_BC10,paper_birch,birch_10,2017,7,Hanging_on_pine,decayed
2017_BD1,paper_birch,birch_01,2017,7,Hanging_on_birch,decayed
2017_BD2,paper_birch,birch_02,2017,7,Hanging_on_birch,decayed
2017_BD3,paper_birch,birch_03,2017,7,Hanging_on_birch,decayed
2017_BD4,paper_birch,birch_04,2017,7,Hanging_on_birch,decayed
2017_BD5,paper_birch,birch_05,2017,7,Hanging_on_birch,decayed
2017_BD6,paper_birch,birch_06,2017,7,Hanging_on_birch,decayed
2017_BD7,paper_birch,birch_07,2017,7,Hanging_on_birch,decayed
2017_BD8,paper_birch,birch_08,2017,7,Hanging_on_birch,decayed
2017_BD9,paper_birch,birch_09,2017,7,Hanging_on_birch,decayed
2017_BD10,paper_birch,birch_10,2017,7,Hanging_on_birch,decayed
2017_PA1,red_pine,pine_01,2017,7,Ground_bark,decayed
2017_PA2,red_pine,pine_02,2017,7,Ground_bark,decayed
2017_PA3,red_pine,pine_03,2017,7,Ground_bark,decayed
2017_PA4,red_pine,pine_04,2017,7,Ground_bark,decayed
2017_PA5,red_pine,pine_05,2017,7,Ground_bark,decayed
2017_PA6,red_pine,pine_06,2017,7,Ground_bark,decayed
2017_PA7,red_pine,pine_07,2017,7,Ground_bark,decayed
2017_PA8,red_pine,pine_08,2017,7,Ground_bark,decayed
2017_PA9,red_pine,pine_09,2017,7,Ground_bark,decayed
2017_PA10,red_pine,pine_10,2017,7,Ground_bark,decayed
2017_PB1,red_pine,pine_01,2017,7,Ground_nobark,decayed
2017_PB2,red_pine,pine_02,2017,7,Ground_nobark,decayed
2017_PB3,red_pine,pine_03,2017,7,Ground_nobark,decayed
2017_PB4,red_pine,pine_04,2017,7,Ground_nobark,decayed
2017_PB5,red_pine,pine_05,2017,7,Ground_nobark,decayed
2017_PB6,red_pine,pine_06,2017,7,Ground_nobark,decayed
2017_PB7,red_pine,pine_07,2017,7,Ground_nobark,decayed
2017_PB8,red_pine,pine_08,2017,7,Ground_nobark,decayed
2017_PB9,red_pine,pine_09,2017,7,Ground_nobark,decayed
2017_PB10,red_pine,pine_10,2017,7,Ground_nobark,decayed
2017_PC1,red_pine,pine_01,2017,7,Hanging_on_pine,decayed
2017_PC2,red_pine,pine_02,2017,7,Hanging_on_pine,decayed
2017_PC3,red_pine,pine_03,2017,7,Hanging_on_pine,decayed
2017_PC4,red_pine,pine_04,2017,7,Hanging_on_pine,decayed
2017_PC5,red_pine,pine_05,2017,7,Hanging_on_pine,decayed
2017_PC6,red_pine,pine_06,2017,7,Hanging_on_pine,decayed
2017_PC7,red_pine,pine_07,2017,7,Hanging_on_pine,decayed
2017_PC8,red_pine,pine_08,2017,7,Hanging_on_pine,decayed
2017_PC9,red_pine,pine_09,2017,7,Hanging_on_pine,decayed
2017_PC10,red_pine,pine_10,2017,7,Hanging_on_pine,decayed
2017_PD1,red_pine,pine_01,2017,7,Hanging_on_birch,decayed
2017_PD2,red_pine,pine_02,2017,7,Hanging_on_birch,decayed
2017_PD3,red_pine,pine_03,2017,7,Hanging_on_birch,decayed
2017_PD4,red_pine,pine_04,2017,7,Hanging_on_birch,decayed
2017_PD5,red_pine,pine_05,2017,7,Hanging_on_birch,decayed
2017_PD6,red_pine,pine_06,2017,7,Hanging_on_birch,decayed
2017_PD7,red_pine,pine_07,2017,7,Hanging_on_birch,decayed
2017_PD8,red_pine,pine_08,2017,7,Hanging_on_birch,decayed
2017_PD9,red_pine,pine_09,2017,7,Hanging_on_birch,decayed
2017_PD10,red_pine,pine_10,2017,7,Hanging_on_birch,decayed
